Employee_No,Employee_Code,Name,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Basic Salary_0
968,193116,Sammy Heidenreich,Male,1,Married,31,2020-12-08,2021-04-29,Inactive,2021-04-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,5000.0
969,5165,Cristopher Keebler,Male,1,Married,31,2021-02-01,2021-03-31,Inactive,2021-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,5000.0
970,75150,Prof Freeda Strosin II,Male,1,Married,53,2019-11-22,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,1987,4872.9
971,4809,Eula Klein,Male,1,Married,22,2019-06-03,2021-04-10,Inactive,2021-04-10,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1985,29681.5
973,189011,Dario Romaguera,Male,5,Single,31,2020-02-14,0000-00-00,Inactive,2020-03-17,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,2003,12610.54
975,4881,Julius Douglas,Male,1,Single,128,2019-09-23,2021-11-06,Inactive,2021-11-06,\N,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996,20000.0
976,70052,Dr Hettie Robel,Male,1,Married,31,2019-08-01,0000-00-00,Inactive,2020-04-24,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,5854.9807142857135
977,70058,Domingo Harber I,Male,1,Married,31,2019-08-01,0000-00-00,Inactive,2020-05-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,5854.9807142857135
979,75042,Mrs Alvera McClure Sr,Male,1,Married,31,2019-10-14,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,7939.0666666666675
983,5161,Magnus Gerlach III,Male,1,Married,31,2021-02-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,14080.0
984,1079,Jamel Davis,Male,1,Married,32,2010-07-16,0000-00-00,Inactive,2020-06-27,\N,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959,64941.75
986,4986,Zoey Rempel,Male,1,Married,31,2020-06-01,2021-02-19,Inactive,2021-02-19,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,19200.0
987,4987,Dr Waylon Cassin DVM,Male,1,Married,1,2020-06-01,2021-07-27,Inactive,2021-07-27,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996,14490.0
988,75062,Horace Connelly,Male,1,Married,31,2019-10-15,0000-00-00,Inactive,2020-06-23,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,7836.1
989,75067,Katharina Kling,Male,1,Married,31,2019-10-07,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,10095.84
990,75069,Miss Makayla Weber IV,Male,1,Single,31,2019-10-10,2020-12-30,Inactive,2020-12-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,10196.35
991,75178,Jarred D'Amore,Male,1,Married,31,2019-11-01,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,12055.1
992,4990,Erika Kihn,Male,1,Married,31,2020-06-01,2022-03-12,Inactive,2022-03-12,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,12800.0
994,4991,Mr Jefferey Bernier,Male,1,Married,31,2020-06-01,2021-07-23,Inactive,2021-07-23,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,17280.0
999,5037,Lily Fritsch,Male,1,Married,1,2020-01-04,2022-02-28,Inactive,2022-02-28,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980,11730.0
1000,198002,Tamara Grant IV,Male,1,Married,1,2020-01-04,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971,12187.166666666664
1002,5038,Ms Amanda Yost,Male,1,Married,1,2020-01-16,2021-03-29,Inactive,2021-03-29,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1988,11040.0
1003,198005,Mollie Lemke MD,Male,1,Married,31,2020-01-09,0000-00-00,Inactive,2020-03-12,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,10131.018421052631
1006,4422,Melvin Schroeder,Male,1,Married,37,2018-12-01,2021-03-15,Inactive,2021-03-15,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974,29465.5
1007,198009,Maximus Luettgen,Male,1,Married,31,2020-02-25,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,15723.181587301588
1008,5078,Caroline Williamson I,Male,1,Married,31,2020-02-25,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,17280.0
1009,198062,Jewel Lakin,Male,1,Married,1,2020-02-18,0000-00-00,Inactive,2020-04-30,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1974,7700.0
1010,198012,Nikki McLaughlin,Male,1,Single,31,2020-02-19,0000-00-00,Inactive,2020-03-06,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,11566.36
1013,5079,Prof Brent Mills MD,Male,1,Single,31,2020-03-04,2021-07-31,Inactive,2021-07-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,14720.0
1015,75152,Rebekah Yost,Male,1,Married,31,2019-11-22,0000-00-00,Inactive,2020-06-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,4227.7
1016,5206,Prof Dorothea Lubowitz,Male,1,Married,31,2021-02-01,2021-02-13,Inactive,2021-02-13,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,10000.0
1017,75154,Kailey Schumm,Male,1,Married,31,2019-11-22,0000-00-00,Inactive,2019-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,500.0
1018,75155,Bessie Lueilwitz,Male,1,Married,31,2019-11-22,0000-00-00,Inactive,2020-06-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,4227.7
1019,75156,Prof Hertha Bernier I,Male,1,Married,31,2019-11-22,0000-00-00,Inactive,2020-06-30,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,4227.7
1020,75159,Mr Johann Hirthe V,Male,1,Married,31,2019-11-11,0000-00-00,Inactive,2019-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957,3000.0
1033,75280,Mrs Verona Spencer DDS,Male,1,Single,31,2019-12-07,0000-00-00,Inactive,2020-06-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9777.67
1037,75287,Gudrun Schumm Sr,Male,1,Married,31,2019-12-02,0000-00-00,Inactive,2020-12-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,10875.4
1045,189014,Bria Wiza,Male,1,Married,31,2020-03-07,0000-00-00,Inactive,2020-03-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,7476.74
1046,199016,Effie Feil V,Male,3,Single,30,2020-02-28,0000-00-00,Inactive,2020-06-03,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994,11734.431976911976
1047,5096,Israel Hettinger,Male,1,Married,31,2020-03-05,2020-12-20,Inactive,2020-12-20,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,3200.0
1050,189017,Mr Brando Sauer PhD,Male,1,Married,31,2020-03-12,0000-00-00,Inactive,2020-09-29,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,12877.42
1051,3903,Davin Mueller IV,Male,1,Married,1,2019-01-01,0000-00-00,Inactive,2019-12-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,14785.726153846153
1052,189018,Robert Swift,Male,1,Single,31,2020-03-12,0000-00-00,Inactive,2020-03-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000,12877.42
1054,199021,Dr Travon Gutmann V,Male,3,Single,122,2020-03-20,2021-10-26,Inactive,2021-10-26,\N,Labour,Contarct Basis,Hindu,Security,1992,0.0
1055,199022,Nayeli Stehr,Male,3,Single,122,2020-03-20,0000-00-00,Inactive,2020-04-30,\N,Labour,Contarct Basis,Hindu,Security,2000,1434.8666666666666
1056,181002,Dan Heathcote,Male,1,Married,31,2020-02-23,0000-00-00,Inactive,2020-06-23,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964,14606.72380952381
1057,181001,Pierce Kling,Male,1,Married,31,2020-02-16,0000-00-00,Inactive,2020-03-15,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,11668.56
1058,181003,Pasquale Block,Male,1,Married,31,2020-02-25,0000-00-00,Inactive,2020-03-16,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,15723.181587301588
1060,189040,Alene Rath,Male,1,Married,31,2020-12-07,2021-06-21,Inactive,2021-06-21,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,18560.0
1061,5095,Dr Ashley Doyle,Male,1,Single,31,2020-03-16,2021-01-06,Inactive,2021-01-06,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,13440.0
1063,75286,Dejah Cormier,Male,1,Married,1,2019-12-02,0000-00-00,Inactive,2020-09-29,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1979,10457.0
1064,5025,Rosalia Braun,Male,1,Married,31,2020-01-23,2021-02-27,Inactive,2021-02-27,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,16640.0
1065,4949,Shawn Goldner IV,Male,1,Single,80,2020-02-19,0000-00-00,Inactive,2020-03-21,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1998,40235.0
1066,50020,Alfreda Stiedemann Jr,Female,1,Single,125,2020-02-13,2020-12-19,Inactive,2020-12-19,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993,27958.0
1068,4840,Sheldon Boehm,Male,1,Single,27,2019-08-01,0000-00-00,Inactive,2020-09-30,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993,26140.0
1069,4256,Brando Zboncak,Male,1,Single,35,2018-08-04,0000-00-00,Inactive,2020-09-26,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1993,28382.5
1070,193091,Dameon Kshlerin I,Male,1,Married,31,2020-07-28,0000-00-00,Inactive,2020-09-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,15952.947619047616
1071,2358,Mr Dewitt Mraz DDS,Male,1,Married,55,2015-07-02,2022-09-30,Inactive,2022-09-30,\N,Staff,Contarct Basis,Buddhist,Fitter,1955,23600.0
1072,5185,Zena Bauch,Male,1,Married,55,2021-02-01,2022-06-09,Inactive,2022-06-09,\N,Labour,Contarct Basis,Buddhist,Fitter,1987,36000.0
1073,2957,Arden Upton Jr,Male,1,Married,27,2017-03-01,0000-00-00,Active,0000-00-00,1333,Staff,Contarct Basis,Buddhist,Supervisor,1968,22800.0
1074,75290,Prof Devan Bogisich V,Male,1,Married,31,2019-12-02,0000-00-00,Inactive,2020-06-10,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,10875.4
1076,194005,Ms Adell Watsica,Male,3,Married,31,2020-02-19,0000-00-00,Inactive,2020-03-17,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1983,11566.36
1077,4895,Marianne Dickens,Male,1,Married,116,2019-10-16,0000-00-00,Inactive,2020-06-30,\N,Management,Contarct Basis,Buddhist,Assistant General Manager,1976,37800.0
1078,50001,Bart Weber,Male,1,Married,97,2019-03-01,0000-00-00,Inactive,2020-09-29,\N,Staff,Contarct Basis,Buddhist,Foreman,1991,37688.5
1080,4856,Mrs Matilda Lehner DVM,Male,1,Married,107,2019-08-19,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961,40000.0
1081,4761,Elza Bailey,Male,1,Married,68,2019-05-17,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957,23500.0
1082,5062,Sally Hegmann,Male,1,Single,55,2020-02-29,0000-00-00,Inactive,2020-10-31,\N,Labour,Contarct Basis,Buddhist,Fitter,1999,14490.0
1083,4946,Sherman Hahn,Male,3,Single,108,2020-02-07,0000-00-00,Inactive,2020-06-20,\N,Staff,Contarct Basis,Hindu,QAQC Engineer,1993,39598.0
1084,5063,Mr Antonio Parisian,Male,1,Single,31,2020-02-29,0000-00-00,Inactive,2020-10-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,12039.932640692636
1085,190018,Chadd Gorczany Sr,Male,1,Married,31,2020-12-08,2021-05-31,Inactive,2021-05-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,9600.0
1086,4957,Prof Peyton Waelchi DVM,Male,1,Married,22,2020-03-03,2021-11-30,Inactive,2021-11-30,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1981,30000.0
1089,75176,Flavio Monahan,Male,1,Single,31,2019-11-11,2022-08-05,Inactive,2022-08-05,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,0.0
1090,5026,Edmund McClure,Male,1,Single,129,2020-02-01,0000-00-00,Inactive,2020-10-31,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1995,9412.091666666667
1092,4962,Jaeden Mohr,Male,1,Married,104,2020-06-01,0000-00-00,Inactive,2020-06-10,\N,Management,Contarct Basis,Buddhist,Accountant,1980,3940.0
1093,5149,Dr Fabiola Ward Jr,Male,1,Married,31,2019-09-09,2022-02-28,Inactive,2022-02-28,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,11500.0
1094,5146,Candida Wisozk,Male,1,Married,31,2019-09-18,2022-03-14,Inactive,2022-03-14,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,7500.0
1097,5075,Karl Rau,Male,1,Married,134,2020-02-02,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Caretaker,1987,13440.0
1098,3365,Nichole Murray,Male,3,Married,71,2017-07-14,2022-03-04,Inactive,2022-03-04,\N,Staff,Contarct Basis,Hindu,Land Supervisor,1980,51000.0
1104,5099,Allene Sipes,Male,1,Married,31,2020-03-02,2020-12-26,Inactive,2020-12-26,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,19840.0
1106,196053,Isabelle Daniel,Male,1,Single,31,2020-03-02,2022-06-17,Inactive,2022-06-17,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953,4500.0
1109,50023,Martine Lesch,Male,5,Married,132,2020-05-27,2022-02-21,Inactive,2022-02-21,1109,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973,200000.0
1110,4963,Zakary Emmerich,Male,1,Married,133,2020-06-03,0000-00-00,Inactive,2020-10-31,\N,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985,50366.0
1120,5113,Antone Kautzer,Male,1,Single,38,2020-04-02,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1994,16640.0
1121,5115,Margaretta Braun,Male,1,Married,31,2020-04-22,2021-02-18,Inactive,2021-02-18,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,16640.0
1126,70045,Mallory Runolfsson,Male,1,Married,122,2019-09-01,0000-00-00,Active,0000-00-00,\N,Labour,Contarct Basis,Buddhist,Security,1981,0.0
1127,5127,Mrs Ivah Vandervort,Male,1,Married,31,2020-12-01,2022-03-25,Inactive,2022-03-25,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,14720.0
1130,191003,Esteban Davis,Male,4,Married,31,2020-05-12,0000-00-00,Inactive,2020-10-31,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1968,10250.0
1131,4965,Mr Devyn Swift,Male,1,Married,64,2020-06-12,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976,25000.0
1132,191004,Garth Gutmann,Male,4,Married,31,2020-05-12,0000-00-00,Inactive,2020-06-09,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1979,10291.190173160174
1134,191006,Prof Doyle Ankunding,Male,4,Single,1,2020-05-18,0000-00-00,Inactive,2020-10-31,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1979,10450.0
1135,195012,Mr Anderson Harvey PhD,Male,3,Married,1,2020-05-14,0000-00-00,Inactive,2020-06-23,\N,Labour,Contarct Basis,Hindu,Skilled Labor,1994,11315.195
1137,5167,Miss Felicity Skiles,Male,1,Married,31,2021-02-01,2021-03-31,Inactive,2021-03-31,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,10500.0
1138,196049,Muriel Turcotte,Male,1,Married,30,2019-11-23,2022-04-09,Inactive,2022-04-09,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966,8250.0
1139,75146,Emanuel Larkin,Male,1,Married,31,2019-11-25,2020-12-18,Inactive,2020-12-18,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,21000.0
1141,5179,Josefa Goyette,Male,1,Married,1,2021-02-01,2021-03-31,Inactive,2021-03-31,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1969,15400.0
1158,4966,Belle Roberts DDS,Male,3,Married,33,2020-06-15,2022-07-14,Inactive,2022-07-14,1158,Staff,Contarct Basis,Hindu,Site Engineer,1982,80000.0
1164,4967,Dr Gabriel Dicki,Male,1,Single,8,2020-06-20,0000-00-00,Inactive,2020-12-10,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992,27391.166666666664
1171,4969,Alysson Rath,Male,4,Single,27,2020-06-23,0000-00-00,Inactive,2020-09-17,\N,Staff,Contarct Basis,Catholic,Supervisor,1995,16252.583333333336
1172,4998,Dr Erwin Kuhn III,Male,1,Married,24,2020-06-24,0000-00-00,Inactive,2020-08-07,\N,Staff,Contarct Basis,Buddhist,Driver,1995,16928.333333333336
1173,5001,Judd Johnston,Male,1,Single,108,2020-07-01,0000-00-00,Inactive,2020-11-19,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991,36358.0
1176,50024,Prof Presley Koepp II,Male,3,Married,6,2020-06-16,2020-11-03,Inactive,2020-11-03,\N,Staff,Contarct Basis,Hindu,Project Manager,1953,80910.0
1178,5005,Aletha Becker,Male,3,Married,8,2020-07-13,2022-01-29,Inactive,2022-01-29,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989,25000.0
1179,4970,Ezekiel Greenfelder,Male,1,Married,64,2020-06-24,2021-01-26,Inactive,2021-01-26,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1975,31493.0
1193,193020,Julius Fay,Male,1,Married,62,2020-06-01,0000-00-00,Inactive,2020-06-30,\N,Labour,Contarct Basis,Buddhist,S/Skill,1957,14853.771206571204
1208,5000,Anna Morar,Male,1,Married,24,2020-06-08,2021-10-15,Inactive,2021-10-15,\N,Staff,Contarct Basis,Buddhist,Driver,1980,19000.0
1212,5004,Dr Nico Hessel Sr,Female,1,Married,138,2020-07-10,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Receptionist,1994,20000.0
1215,5006,Ms Lavonne Auer I,Female,1,Married,17,2020-07-23,0000-00-00,Inactive,2020-11-02,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989,21470.5
1217,5009,Neha O'Hara,Male,4,Married,104,2020-08-06,0000-00-00,Inactive,2020-10-23,\N,Management,Contarct Basis,Catholic,Accountant,1985,9526.5
1221,50026,Mrs Alayna Bechtelar,Male,3,Single,140,2020-06-22,2020-11-28,Inactive,2020-11-28,\N,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994,39345.0
1222,5010,Heloise Gutkowski,Male,1,Single,8,2020-08-10,2022-09-30,Inactive,2022-09-30,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992,30000.0
1223,5011,Maybell Parker,Male,1,Single,93,2020-08-10,2021-03-15,Inactive,2021-03-15,\N,Staff,Contarct Basis,Buddhist,Transport Assistant,1998,41136.0
1280,200004,Bethel Graham,Male,3,Married,30,2020-08-08,0000-00-00,Inactive,2020-09-28,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959,14508.066666666666
1288,5019,Iliana Parisian,Male,3,Married,36,2020-08-27,2020-10-31,Inactive,2020-10-31,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1979,40403.0
1297,187009,Jarrod Keebler,Male,4,Married,31,2020-08-19,0000-00-00,Inactive,2020-09-22,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1993,8296.493333333332
1298,187010,Althea O'Kon,Male,4,Married,1,2020-08-11,0000-00-00,Inactive,2020-09-26,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1977,11187.083333333332
1299,187011,Samantha Franecki,Male,3,Married,31,2020-08-20,0000-00-00,Inactive,2020-09-21,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1992,8016.866666666668
1300,5041,Arely Lang,Male,4,Single,84,2020-09-09,0000-00-00,Inactive,2020-12-16,\N,Staff,Contarct Basis,Catholic,HR Executive,1991,42600.0
1302,5044,Carley Ferry,Male,1,Single,22,2020-09-11,2021-02-21,Inactive,2021-02-21,2709,Staff,Contarct Basis,Buddhist,Technical Officer,1992,23573.75
1304,5046,Queenie Wolf,Male,1,Married,7,2020-09-15,2021-09-30,Inactive,2021-09-30,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1980,30000.0
1306,5108,Myles Kris,Female,1,Single,177,2020-12-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999,0.0
1310,5048,Wilhelm Hill DDS,Male,1,Single,33,2020-09-21,2021-02-12,Inactive,2021-02-12,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993,58495.0
1323,5049,Prof Merritt Zieme,Male,1,Married,24,2020-09-08,2020-11-30,Inactive,2020-11-30,\N,Staff,Contarct Basis,Buddhist,Driver,1975,20701.333333333332
1324,5050,Prof Rachael Kuhlman MD,Male,1,Single,70,2020-10-02,0000-00-00,Inactive,2020-10-03,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998,25571.0
1325,5051,Nathanial Terry,Male,1,Married,8,2020-10-05,2021-08-07,Inactive,2021-08-07,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982,50000.0
1326,5052,Prof Arden Franecki V,Male,1,Married,144,2020-10-06,0000-00-00,Inactive,2020-12-31,\N,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967,34818.0
1329,5012,Verlie Hodkiewicz,Male,1,Married,24,2020-07-14,0000-00-00,Inactive,2020-09-26,\N,Staff,Contarct Basis,Buddhist,Driver,1987,17833.333333333332
1330,5055,Carissa Gerlach,Male,3,Single,146,2020-10-09,2021-08-31,Inactive,2021-08-31,\N,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005,45000.0
1332,5082,Dr Elmore Huels MD,Male,1,Married,7,2020-10-19,0000-00-00,Inactive,2020-10-24,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1988,24305.0
1334,5084,Yazmin Gleason,Male,1,Single,33,2020-10-19,2021-07-21,Inactive,2021-07-21,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994,60000.0
1335,5085,Mrs Lelah Lesch,Male,1,Single,48,2020-10-19,2020-11-23,Inactive,2020-11-23,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1984,35015.5
1336,5086,Avis D'Amore,Male,1,Single,27,2020-10-17,0000-00-00,Inactive,2020-10-31,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997,20055.0
1380,5089,Carli Crist,Female,1,Single,147,2020-10-28,2021-01-29,Inactive,2021-01-29,1538,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993,79674.0
1381,5090,Lester Mann IV,Male,1,Married,176,2020-11-09,2022-05-31,Inactive,2022-05-31,\N,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983,30000.0
1382,5091,Rhea Walker,Male,1,Single,8,2020-11-09,0000-00-00,Inactive,2020-12-10,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,38331.5
1383,5092,Mortimer Towne,Male,1,Single,27,2020-11-09,2021-09-22,Inactive,2021-09-22,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998,20000.0
1384,5093,Vern Shanahan,Male,1,Single,27,2020-11-09,0000-00-00,Inactive,2020-12-01,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997,18647.0
1385,5094,Luciano Barrows,Male,1,Single,40,2020-11-11,2021-09-27,Inactive,2021-09-27,\N,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996,25000.0
1386,5103,Mr Lucio Sauer MD,Male,5,Married,22,2020-11-18,2022-01-26,Inactive,2022-01-26,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985,26000.0
1388,5102,Aletha Schaefer I,Male,1,Married,80,2020-11-18,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1968,20000.0
1389,5104,Roberta Baumbach,Male,1,Married,43,2020-11-18,0000-00-00,Inactive,2020-11-30,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1991,33345.0
1390,198071,Tom Gutkowski,Male,1,Single,1,2020-11-17,2021-09-05,Inactive,2021-09-05,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971,7700.0
1397,5107,Mateo Braun Sr,Male,1,Single,22,2020-11-25,2021-01-22,Inactive,2021-01-22,1333,Staff,Contarct Basis,Buddhist,Technical Officer,2000,27345.5
1398,5110,Kelsi Koss III,Male,1,Single,48,2020-12-01,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1995,25000.0
1399,5111,Lyda Bauch,Male,1,Single,95,2020-12-03,0000-00-00,Active,0000-00-00,\N,Staff,Contarct Basis,Buddhist,Welder,1998,15000.0
1430,5109,Dr Dylan Powlowski,Male,1,Single,24,2020-12-09,0000-00-00,Inactive,2021-08-31,\N,Staff,Contarct Basis,Buddhist,Driver,1999,20000.0
1432,5116,Trudie Davis PhD,Female,1,Single,17,2020-12-14,2021-08-13,Inactive,2021-08-13,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993,40000.0
1433,50031,Alessia Effertz,Female,1,Married,149,2020-11-23,2021-06-30,Inactive,2021-06-30,\N,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970,33845.0
1434,5117,Itzel Langosh,Male,1,Single,27,2020-12-16,2021-12-24,Inactive,2021-12-24,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995,22500.0
1435,50032,Donny Hauck,Male,1,Married,8,2020-12-11,2021-03-11,Inactive,2021-03-11,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987,36647.0
1436,5119,Ignacio Mohr,Male,5,Married,36,2020-12-19,0000-00-00,Active,0000-00-00,945,Staff,Contarct Basis,Muslim,Engineer Assistant,1983,45000.0
1437,50029,Elvie Reynolds,Female,1,Married,120,2020-10-02,2021-03-31,Inactive,2021-03-31,\N,Management,Contarct Basis,Buddhist,HR Manager,1976,27808.0
1439,5120,Houston Pagac,Male,3,Single,33,2020-12-28,2021-07-31,Inactive,2021-07-31,\N,Staff,Contarct Basis,Hindu,Site Engineer,1995,50000.0
1440,5121,Ariel Wolff,Male,1,Single,89,2021-01-06,2021-08-16,Inactive,2021-08-16,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993,45000.0
1441,5123,Miss Fleta Rowe I,Male,1,Single,22,2021-01-07,2021-05-31,Inactive,2021-05-31,1538,Staff,Contarct Basis,Buddhist,Technical Officer,1991,28781.833333333336
1443,5124,Dane Jones,Male,1,Married,8,2021-01-11,2021-04-24,Inactive,2021-04-24,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985,34719.33333333333
